Business Name,Phone
"CaféCaphe de Leiria, Steakhouse e Tapas, cocktail bar","916 232 184"
"Cafetaria Espaço Eça","244 091 950"
"Kuala - Brunch Restaurant","244 133 689"
"Café Nº 5","928 036 405"
"Café Trem","244 060 042"
"Café Torga","916 217 480"
"Café e Pão Quente ""Lis Doce""","244 047 667"
"Que Seja Brigadeiro - Confeitaria & Café","937 741 900"
"Rei Arthur Café Bistrô","244 210 028"
"Nekob Café Maroc","244 094 161"
"Os Filipes Bar","244 828 372"
"The Monkey Business Bar","918 458 960"
"Paddock","939 750 245"
"Infinity Bar Latino","919 149 959"
"Bar Patio do Barão","244 815 422"
"Bar Esplanada do Jardim","924 850 702"
"Tascadentro","244 735 042"
"SSL - Secret Society for Lovers","939 465 788"
"Emporio club","932 701 770"
"Guilt Leiria","966 684 464"
"Linha Bar","244 824 323"
"ibis Leiria Fatima","244 816 700"
"TRYP Leiria Hotel","244 249 900"
"B&B HOTEL Leiria Fátima","244 128 489"
"Eurosol Residence Hotel Apartamento","244 860 460"
"Hotel Dom Dinis","244 815 342"
"Hotel Stay Hotel","244 848 370"
"Hotel Eurosol Leiria & Jardim","244 849 849"
"Magnolia Bed & Breakfast","919 373 515"
"Monte do Mosteiro CountryHouse AL103982","967 509 790"
"Leiria Tranquil Hideaway","912 759 487"
"PINK AND BLUE Lda - Residenza Dutzu ApartHotel","926 165 578"
"La Palma Hostel Leiria","910 171 815"
"Hotel Leiria Classic","244 812 802"
"Pinhal Litoral","922 204 353"
"Castle Studios","911 966 299"
"Cargal leiria","06 58 58 77 86"
"LISOTEL - Hotel & Spa","244 820 460"
"FOREST VILLAS - GUEST HOUSE","966 447 770"
"Hotel São Francisco","244 823 110"
"Leiria Side","910 477 211"
"Most Art Boutique Hostel","913 860 575"
"Porta 20 Boutique Guesthouse","962 343 463"
"Fonte Seca Guest House","913 090 222"
"Sant'Ana Guest House","965 848 394"
"Guest House Eça - Centro Histórico Leiria","915 673 189"
"Pastelaria Flor de Leiria","244 881 059"
"Village of the Flavours","244 837 130"
"Dolce Peccato","914 330 614"
"Pastelaria LuziClara","244 833 148"
"Pastelaria Costa","244 826 348"
"Brisanorte Pastelarias","244 850 500"
"Pastelaria XODÓ","244 882 890"
"Sar&doce","244 098 215"
"Porta 203 - Padaria & Pastelaria","911 752 809"
"Mimo Doce Heritage","244 211 921"
"Brisanorte Pastelarias","244 822 235"
"Maglice - Pastry, Lda.","244 821 774"
"Pão Quente","244 831 859"
"Padaria - Pastelaria As Manas","917 981 003"
"Brisanorte Pastelarias","244 586 117"
"Melhor de Leiria","932 291 686"
"Padaria do Gordo","244 032 904"
"O Pasteleiro","244 744 650"
"O Toinito","244 840 030"
"JB HAIR CONCEPT | Especialista em Loiros | Corte | Caracóis","912 548 844"
"Coisas de Mulher | Centro Estético e Cabeleireiros de Leiria","914 448 005"
"Woman Space Cabeleireiro & Estética leiria","919 494 414"
"Origem cut hair by Giselle Cordeiro","966 300 541"
"Clau Morais - Salão de beleza em Leiria | Alisamento | Laser | Orgânico | Espelhado | Botox | Hidratação | Corte","939 273 861"
"Studio Webe Hair | Salão de Beleza em Leiria","924 872 168"
"Sandra e Ana Lopes Cabeleireiro e estética","244 724 111"
"Ana Pink . Colorist","912 004 472"
"Andrea Carla Studio Magg | Cabeleireiro","244 217 515"
"Feu Beauty Studio","935 805 089"
"Moon Beauty Bar","939 006 373"
"Visual S - Cabeleireiro e Estética","244 821 480"
"Glamour Leiria","910 870 844"
"H2o Estética Leiria","244 834 055"
"EVOLUTION Men’s Salon","911 559 774"
"Idi Bonapace - Especialista em Alisamentos / Progressiva Orgânica / Botox Capilar / Cortes / Coloração / Balayage | Leiria","965 000 071"
"Ermelinda Cabeleireiros","244 832 631"
"Beija Flor Salão de Beleza","910 220 251"
"Tosquia Cabeleireiros","967 413 315"
"Leiria Barbershop","911 844 430"
"Dr. Barber","244 233 671"
"Barba Negra Leiria","244 021 409"
"Gonçalo | Salon | Barber Shop | Tattoo","966 537 522"
"Barbearia of Brothers","912 718 845"
"BlackRazor - Barber Shop","244 062 279"
"Will Barber shop","937 412 889"
"Barbearia Corte7","936 334 241"
"Barbearia Beard Bastards","913 722 160"
"BarberShop Promessas23","939 663 354"
"Fred's - Barbearia Clássica","915 806 285"
"Cortes de Lisboa LeiriaShopping","961 682 164"
"BARBEARIA GIL BARBER LEIRIA","917 745 807"
"Bravo’s Barber Shop","965 818 576"
"Hebrom Barbearia e Estética","914 322 381"
"Barber Mike","244 212 657"
"Barbearia | Leiria | Studio DG21","914 643 152"
"António Lopes","244 023 790"
"Barbearia Ganeno - Leiria","913 918 215"
"Lanika Studio Nails Leiria","915 214 921"
"Unhas de Gel em Leiria Studio Delas","968 780 500"
"Davina Mendes Manicure na cidade de Leiria","927 645 443"
"Vanessa Nascimento manicure leiria","966 074 816"
"CR Nail Designer Leiria","969 636 703"
"Amanda Scarlett Nails & Beauty","933 322 982"
"Thalyta Avila Nail Designer","969 267 023"
"Letícia Que Faz | Lash Lifting | Brow Lamination | Nails Specialist","915 668 325"
"Studio Cris Bandeira Nails Concept","964 412 398"
"Dayane Nascimento Manicure","963 981 943"
"Sara G. Nail Designer","917 463 790"
"O Espaço da Rakkel | Estética & Aromaterapia em Leiria","911 939 151"
"Jessica Porto Nail Designer e extensão de pestanas","933 891 255"
"Vanessa Moraes Nails","967 048 048"
"Natália Oliveira Nail Academy","933 504 485"
"Nika Beauty Art - Leiria","910 536 496"
"Virtuosa Beauty Center - Salão de Beleza em Leiria | Unhas naturias, Manicure e Pedicure à brasileira","963 612 723"
"Extraordinary Beauty Skills","962 132 061"
"Glow Up - Solário n1 em Leiria ☀️","912 514 022"
"Le Beauty Studio | Cabeleireiro e Centro de Estética | Alisamento | Manicure | Esteticista em Leiria","910 696 114"
"Andreia Rodrigues - beauty and love","912 310 644"
"Perfect Woman","911 712 007"
"Studio Bella","914 433 923"
"BodyConcept Leiria","915 190 700"
"Janielle Marques | Especialista em Microagulhamento/ Limpeza de pele / Leiria","911 133 115"
"Sculpface Medical Clinic - LEIRIA","911 743 998"
"Aurum Head Spa","925 088 782"
"Esthétique Harmonie","937 881 991"
"Relevanterelax Spa, Massagens e Bem-Estar","968 696 996"
"Sense Clinic","911 557 311"
"DRA.MARIANA CINTRA","919 100 280"
"Lisderma Anti Aging Clinic – Drenagem Linfática","969 793 686"
"Clinica You Care - Medicina Estética e Emagrecimento","244 814 108"
"GLIM Leiria","910 556 126"
"Clínicas Visage - Medi-Visage - Formação Profissional, Importação E Distribuição, Lda","244 848 248"
"SkinAge Clinic","915 077 560"
"Leiriestética","914 668 547"
"REJUVEMED Leiria - Clínica Médica Hi-Tech: Estética Avançada | Transplante Capilar | Obesidade | Cirurgia Plástica Estética","244 236 929"
"Genuine Tantric Leiria - Massagem Tântrica","966 315 217"
"Nature Head Spa","965 469 048"
"SERENE - URBAN SPA","917 027 865"
"Kasullo Spaço","910 764 255"
"Espaço T","914 333 866"
"Osíris Wellness Clinic | Massagens Leiria","964 790 631"
"Hair SPA by Beatriz Brites","913 239 053"
"Mandalay Spa - Royal Óbidos","262 240 244"
"ForYourBaby - SPA, Care & Relax","937 882 247"
"Espaço Turka Zen","920 024 448"
"Edianne Massagem Leiria","920 778 270"
"Monte Real Hotel,Termas & Spa","244 618 900"
"Your Hotel & Spa Alcobaça","262 505 370"
"Camila Ferreira Massoterapeuta (ATENDIMENTO SOMENTE FEMININO)","968 622 169"
"Infinity Head Spa Leiria","910 904 621"
"Massoterapeuta","920 454 416"
"Solar dos Amigos","262 877 135"
"Restaurante Adega do Albertino","262 835 152"
"Maratona Café Restaurante","262 841 483"
"Paraíso do Coto","262 845 333"
"Restaurante Casa Antero","911 762 388"
"Restaurante Delhi Darbar","262 104 526"
"Restaurante Sabores D'Itália","262 845 600"
"Restaurante Flavours of India","936 740 633"
"Maria Xica - Brunch & Tapas","964 273 679"
"Geo Wine & Supra","914 025 995"
"Maria dos Cacos - Restaurante e Bar, Caldas da Rainha","914 128 223"
"A Casa do Bingre","961 215 535"
"Restaurante O Cortiço","262 881 328"
"Restaurante A Capelinha do Monte","262 832 031"
"Taberna do Manelvina","917 221 062"
"Restaurante ""A Mimosa""","262 832 735"
"Paneólio Pizza Bar","926 720 994"
"Cervejaria O Litro","262 406 733"
"Restaurante Real Balcão 5","912 017 112"
"Restaurante Tacho","262 831 252"
"Mr.Pizza","262 838 999"
"La Piazza Pizzeria","262 834 426"
"Razzle Dazzle Pizza & Beer","262 060 029"
"Brasilenha Pizzaria e Esfiharia","939 199 706"
"Bella Milano","262 835 440"
"Pizzeria Novo Mundo","262 842 969"
"Bowling Caldas","262 824 348"
"Telepizza Caldas da Rainha","262 823 212"
"Pizzaria Dona Branca","262 061 627"
"À JANELA","925 844 909"
"Restaurante Lisboa XL","262 833 228"
"Unique Coffee Specialty Coffee Shop","925 903 132"
"local café","968 678 076"
"Café Sedas","262 835 666"
"Citrus - Coffee & Healthy Food","262 085 945"
"Café-Pastelaria Central","262 180 147"
"Lucky flavour coffee shop","262 767 521"
"Bar Central Silos","925 194 437"
"Café Capristanos","262 823 406"
"Rocky's Caffé","916 597 906"
"Creme Caffé","262 841 393"
"Dimas Café • Caldas da Rainha","918 990 443"
"Cafe Machado","967 677 570"
"Café Cardeal","262 082 057"
"Café Rosa","262 838 428"
"Café Pic Nic","262 085 025"
"Terminal 2500","262 841 189"
"Daiquiri Bar","262 842 069"
"Cabaret Voltaire Lounge","926 370 095"
"Bar Espaco 7","913 140 239"
"Bar Walkabout","914 257 383"
"Malaica Social Club","910 043 388"
"Tiger Belly Restaurant & Bar","262 062 222"
"CAIS DO PARQUE . Garden Restaurant - Bar . Caldas da Rainha","916 671 108"
"Pateo do Baco","912 306 232"
"SANA Silver Coast Hotel","262 000 600"
"Flag Hotel Caldas da Rainha","262 109 500"
"Hotel Cristal Caldas","262 840 260"
"Nova Delpa","916 962 404"
"BE ONE HOTEL Caldas da Rainha - by MHMB Hospitality","262 839 320"
"19TILE","910 435 284"
"Hotel Dona Leonor","262 842 171"
"Caldas Internacional Hotel","262 830 500"
"D. Carlos Residencial","262 832 551"
"Olhos Pretos","262 843 001"
"Hotel Casa dos limões","936 265 540"
"Alojamento Moinho d'Óbidos","915 419 004"
"ÁGUA D'ALMA HOTEL","262 979 610"
"Hotel Pensao Concha Residencial","262 995 000"
"SilverSide Holidays","932 119 557"
"Casa dos Capinha","962 785 796"
"INATEL Foz do Arelho","262 975 100"
"Residencial Central","932 339 443"
"Hostel 4Nomads","939 059 129"
"Bordallo’s Lodge","928 020 586"
"Casa dos Poetas","939 699 717"
"Casa Do Gato","961 060 499"
"Hostel Casa do Arco","969 456 576"
"Sunshine Hostel","967 294 444"
"Casa do Sol Wellness Homestay & Coliving","938 846 216"
"Obidos Wine & Surf Hostel","262 406 948"
"Alojamento Local Monte Horeb","964 840 113"
"Casa do Moleiro, Alojamento Local","913 249 759"
"Ocean Breeze House","919 355 069"
"Pastelaria Dona Leonor","262 084 923"
"Tempus Pastelaria","262 877 176"
"Calé - Confeitaria Com Tradição","262 844 530"
"Café-Pastelaria Dominó","914 554 031"
"Café-Pastelaria Pituca Premium","937 276 734"
"Forno do Beco, Lda.","262 980 190"
"Pastelaria Baía - Rei das Cavacas","262 832 349"
"B. de Bolos - Pastelaria Criativa / Creative Pastry","912 856 975"
"Pastelaria do Zé","262 824 869"
"Pastelaria Bocage","262 149 122"
"Pastelaria Pingo de Mel","917 867 382"
"Pastelaria Docisses","913 607 723"
"Pastelaria Venezia","961 961 443"
"Doce Real - Padaria Pastelaria","262 144 443"
"Sa & Quintas Lda António Belo - sabelo. Padaria...pastelaria","262 881 196"
"Pastelaria Paris","914 849 353"
"Pretty Hair and Beauty","919 770 462"
"PINKROOM by Dora - Cabeleireiro Caldas da Rainha","912 081 500"
"Style Place Barbershop","925 194 001"
"Ana Saramago Hairdressers","262 835 758"
"Latinos Barber Shop","935 519 535"
"Barber Shop Mocho","910 726 740"
"DOPE Barber Shop","262 148 538"
"The Barber.","933 849 285"
"Barba Negra - Barbearia Caldas da Rainha","262 767 590"
"Studio culture Club","911 160 897"
"O Barbeiro - Caldas da Rainha","916 728 598"
"ALEXANDRO BARBERSHOP","913 885 638"
"Barber Shop Mocho 2","914 228 463"
"Bandos Barber","967 442 937"
"Dom Barbeiro Barbershop","915 212 197"
"LADS CAVE BARBERS","920 416 370"
"Ninja Barbershop | Caldas da Rainha","963 602 761"
"Studio M Barber","925 835 363"
"António Soares - Cabeleireiro de Homens","967 064 715"
"Reis Barbearia","960 116 858"
"BarberShop Sr. José","964 279 426"
"Lucky Anchor","262 098 653"
"Spot by Malibu","912 450 900"
"Nails Martins","938 445 538"
"HN Hit Nails - Caldas da Rainha","963 091 470"
"Cristiana Martins | Estética Nails & Makeup - Caldas da Rainha","917 992 938"
"CARLA'S NAILS","911 041 071"
"Dona Dri Beauty Studio","915 212 222"
"Eliana Ribeiro | Nail designer e Pedicure Calista","914 162 475"
"Vânia Domingos Nail Designer","913 614 277"
"Milena Trindade","960 418 700"
"The Beauty Boutique","963 468 897"
"Do your nails here | Susana leandro - Nail designer & Toothgems Profissional","913 499 468"
"Beauty Room","966 083 905"
"Juliana Nails","916 715 531"
"Yes, I am Beauty Lab","928 118 033"
"Kira-Nails","916 970 130"
"Luna Beauty Clinic","927 485 229"
"Inês Leal • Estética com Amor","917 710 951"
"Mundo de Beleza |Cabaleireira e estetica","910 160 260"
"Débora Iglesias Nail Designer","936 274 747"
"RenasSer - Terapia Capilar e Beleza","961 202 714"
"Thais Alves Lash & Beauty","928 145 204"
"Jeane Sousa Beauty | Caldas da Rainha","964 024 630"
"Clínica de Beleza Letícia Guedes","920 188 915"
"Luana Ribeiro - Alisamentos | Realinhamento| Extensão capilar","915 076 904"
"BodyConcept Caldas da Rainha","964 241 251"
"Lina Cabeleireiros Hair & Beauty Lounge","262 845 132"
"Alice | Gabinete de Estética & Bem-estar","967 659 629"
"Studio Evelyn Cris","916 571 028"
"GLÁUCIA SANTANA - BEAUTY SPACE","912 804 446"
"DERM-ALL | Medicina Estética, Dermatologia & Spa","931 844 864"
"PAULA GAVA BEAUTY","962 903 330"
"Centro de Estética Mónica Cristina - Serviços de Saúde, Beleza e Bem-Estar","262 094 229"
"Joana Casimiro - Beauty Studio","913 415 011"
"Ema Oliveira","914 268 118"
"The Wellness Clinic","935 383 160"
"All About Beauty & Health","964 238 359"
"Serenity Glow Spa","910 047 985"
"Mayan / the Experience SPA","920 283 450"
"Taverna Antiqua","249 311 236"
"Clandestino","912 071 828"
"O Tabuleiro","249 312 771"
"A Luria","967 003 076"
"Biscaia.Tomar","914 144 245"
"Tabernaculo do Rio","962 904 691"
"Sabores do Brasil Tomar","935 934 075"
"Tasquinha da Mitas","249 324 152"
"Fernandos' Brewery","249 314 014"
"Moustache Tapas Tomar","249 157 806"
"Restaurant Beira Rio","249 312 806"
"Casa das Ratas - já reabrimos!","911 598 819"
"Comer Com Amor","249 404 993"
"Restaurante Paço D'Alma","249 159 566"
"Taverna d'Talha","910 121 174"
"Bela Vista","249 312 870"
"Restaurante O Picadeiro","249 312 489"
"ADN Bistrot - Restaurante","249 316 043"
"Alpendre","919 562 990"
"Mr.Pizza","249 322 280"
"O Forno","249 322 288"
"O Siciliano - Restaurante e Pizzeria","249 324 388"
"Star Kebab & Pizza Tomar","926 640 721"
"La Bella – Restaurante Italiano, Lda.","249 322 996"
"Telepizza Tomar","249 320 320"
"Hanne Café","249 159 467"
"Café Paraiso","249 312 997"
"Café St. Iria","967 114 005"
"Café O Claustro","249 092 658"
"Arco Pub","929 152 149"
"A Canoa Wine Bar","249 313 200"
"A Quinta Bar","910 681 234"
"Refúgio","249 404 648"
"ACADÉMICO - Jogos&Chill","934 031 238"
"Lodge Restaurant","249 346 359"
"Café & Snack Bar Nabância - NOVA GERÊNCIA","927 541 048"
"Restaurant ""Noite e Sol""","249 316 312"
"Medieval Legend","249 092 980"
"Hotel dos Templários","249 310 100"
"Thomar Boutique Hotel","249 323 210"
"Estalagem de Santa Iria","910 352 620"
"Vila Galé Collection Tomar","249 249 820"
"Hotel República Boutique Hotel","249 193 400"
"Hotel Bonjardim","249 313 195"
"Casa dos Ofícios - Hotel","249 247 360"
"Hostel 2300 Thomar","927 444 144"
"Guest House","925 936 273"
"Hotel Kamanga","249 311 555"
"O Paço exclusive accommodation","910 765 737"
"Hotel Cavaleiros De Cristo - Empreendimentos Hoteleiros, Lda.","249 321 203"
"Thomar House","969 674 956"
"Family House Cup","912 739 999"
"Residencial Avenida Hostel","960 077 991"
"União - Guest House","249 323 161"
"Horta dos Cedros","963 083 188"
"Hotel Sinagoga","249 323 083"
"Pensão Residencial Luanda","249 323 200"
"Residencial Luz","249 312 317"
"ARTISTIC GUESTHOUSE","917 875 778"
"Templar Secrets House","969 510 948"
"D'El Rey Guest House","918 678 228"
"Tomar Tropical-Pastelaria, Lda.","249 314 094"
"P'tit Français","249 323 306"
"Pastelaria & Geladaria Pic Nic 3","249 324 098"
"Estrelas De Tomar","249 313 275"
"Templar Pastry Shop","249 312 830"
"Açúcar Ao Quadrado","249 405 575"
"Pastelaria Suiça","926 603 425"
"A Primorosa","916 426 604"
"Padaria Rosa","919 401 275"
"Pastelaria/Restaurante Requinte","913 193 911"
"Estética & Style Studio","926 245 858"
"MARIA VAIDOSA Cabeleireiro","965 702 873"
"Filipa Rodrigues: Cabeleireira e Estética","915 312 384"
"Haircut Idália Alberto","919 181 122"
"Joel Lopes Cabeleireiros","249 323 921"
"Novo Perfil Cabeleireiro & Estética","915 525 338"
"Spicy Beauty","249 311 699"
"Gemibells","915 383 189"
"Claudia E Mena","249 321 663"
"Vonita Cabeleireiro & Estética - Tomar","249 312 506"
"Cabeleireiro Paula Roxa","919 874 902"
"Amanda Lyg | Allure Club Estética Avançada","964 542 232"
"Glow Up - Beauty Space","910 753 236"
"Isabel Marçal Cabeleireira","919 123 903"
"Carolina Lemos Beauty","917 678 503"
"Leo Ávila Tomar","968 212 299"
"NV Beauty","912 099 354"
"Marbely Cabeleireiro","249 321 162"
"Barber Divine","932 127 737"
"Brutu's Barber Shop","911 818 400"
"WestCoast barbershop","964 682 849"
"Cinco Euro Barbers","920 501 087"
"Old Legend Barbershop","966 537 561"
"Barbearia Igor Felipe","910 273 480"
"Bruno o Barbeiro WestCoast","961 953 456"
"𝐁𝐚𝐫𝐛𝐞𝐚𝐫𝐢𝐚 𝐓𝐞𝐦𝐩𝐥𝐚𝐫𝐢𝐚","920 322 816"
"Barbearia Templária","925 753 514"
"Barbearia FuZeiro","914 731 237"
"Sousas Cabeleireiros","249 323 187"
"Mriya Nails","916 918 499"
"Irina Nails Tomar","968 486 187"
"Helena Rodriguesnail","938 730 462"
"Anne Prates nails","912 779 060"
"Sandra Nails","916 536 739"
"D&D Clinic","927 660 074"
"Delux by Cláudia","910 957 549"
"Andreia Rodrigues | Unhas e estética","927 352 775"
"Zen Spa - Tomar","919 639 482"
"Isabel Massagem, Unhas & Estética","966 744 654"
"Terra Flores SPA","937 406 388"
"Donana Beauty","932 248 638"
"Ana Evora - Estética","913 018 099"
"Maria Carvalho Terapeuta","912 388 936"
"Belinea - Day Spa, Estética e Cabeleireiros","249 316 101"
"Satsanga Spa Tomar","933 842 772"
"Espaço Tatiana, Terapeuta e Massagista","910 744 450"
"Lília Pinto Clinic & Academy","914 195 195"
"Isana Jesus-saúde e beleza - Tomar","915 291 312"
"Cátia Santos - Massagens terapêuticas","918 240 104"
"BodyConcept Tomar","914 219 737"
"Medicina Dentária - Medicina Estética Nova Imagem","964 543 133"
"Esteticista Cosy de Beauté","934 038 636"
"Corpo & Alma Clínic","919 363 074"
"Centro de Terapias Sinfonia dos Aromas","926 969 077"
"Quinta de São Pedro de Tomar","963 857 735"
"Terapeuta Mariângela Almeida","914 076 505"
"Trovadorfitness - Ginasios E Spa, Lda.","249 324 236"
"Taberna do Quinzena","243 322 804"
"Deselegante","961 381 551"
"Tascá","243 306 118"
"Restaurante Pátio da Graça","967 901 270"
"Taberna Ó Balcão","918 252 808"
"Restaurante A Grelha","243 333 348"
"Restaurante Sand's Leitão","918 638 375"
"Amassa","910 485 558"
"Casa Lusitana 2","243 154 175"
"QUINTA DO SABOR - CAFÉ & Restaurante","964 977 136"
"Sem Pressa - Bistro & Bar","936 491 245"
"Divino Sabor Brasileiro","926 012 378"
"Restaurante dois petiscos","243 095 552"
"Central Santarém","910 345 643"
"O Torgal","912 164 660"
"Namaste Santarém","920 537 455"
"Caju Cafe e Restaurante","912 102 830"
"Hamburgueria da Baixa","243 056 268"
"Mística - Cervejaria Benfiquista","938 830 008"
"Casa dos Torricados","243 096 381"
"Giulietta - Pizza & Gelato Italiano","243 306 207"
"O Pizzas de Santarém","243 108 160"
"Mr.Pizza","243 142 145"
"Di Gusto","243 325 098"
"Santarém Kebab & Pizzaria","243 321 044"
"Restaurante O Micas II","243 041 199"
"Nice Pizza","243 324 333"
"Telepizza Santarém","243 321 000"
"Belluno - Restaurante & Bar Lounge","243 013 107"
"D'Alessandria Pizzeria","910 666 888"
"Pizzeria del Mercato","916 630 710"
"Royal Kebab & Pizza","920 321 771"
"Café Portugal","243 328 229"
"Café Pereira","243 328 212"
"Café Café","243 158 622"
"Café Rufa","243 333 615"
"O Nosso Café","913 289 382"
"Kikas - Bar La Siesta","913 800 586"
"Xantarim Bar","919 881 477"
"Anaya - Bistro & Cocktail Bar","910 898 222"
"Nessie Bar.","243 106 138"
"VAULT 01","243 321 078"
"Bar Ribatejo","243 322 305"
"Café Cervejaria & Restaurante Flor do Mato","243 098 039"
"Kopivarius","967 737 385"
"Santarém Hotel","243 330 800"
"Tagus Host - Local lodging","913 476 949"
"A CASA BRAVA","912 852 261"
"Villa Graça - Hostels and Apartments","243 327 127"
"Hotel Umu","243 377 240"
"Flag Hotel Santarém","243 440 302"
"Quinta da Cabrita","910 654 263"
"Hotel Vitoria","243 309 130"
"Quinta da Gafaria","919 762 584"
"N1 Hostel Apartments & Suites","243 350 140"
"Quinta do Vale Encantado Santarém - The Valley","965 510 581"
"Casa do Loureiro Branco","910 932 106"
"Casa Xantarim","919 830 897"
"Country House Santarem","966 202 800"
"Dominio Vale Flores","927 472 132"
"Casa da Alcáçova","936 080 100"
"Quinta da Atela","243 247 648"
"Casa das Laranjeiras","936 146 406"
"Quinta Dos Anjos","963 723 927"
"Casa de Marvila - Alojamento Local","938 462 122"
"Hostel O Torneiro","914 115 867"
"Refugio do Alviela - Alojamento Local","918 974 847"
"Albergue Dois Caminhos","915 657 651"
"Albergue Solo Duro","935 640 550"
"Casa da Rainha","969 512 143"
"PATEO DO MERCADO","914 154 522"
"Quinta Da Moreira De Baixo - Turismo Rural, Lda.","253 577 787"
"Casal da Lapa","914 340 284"
"Casal das Areias","932 384 524"
"Q.R. Casas de Campo","243 248 272"
"Refúgio da Quinta Nere Maitia","243 129 020"
"Bijou 2 Pastry Shop","243 323 149"
"Bijou 3 Pastry Shop","243 329 019"
"Pastelaria Panitejo - Av. Afonso Henriques","243 322 863"
"Pastelaria Rei","243 352 509"
"Pastelaria Bijou","243 322 905"
"Fátimel","243 327 666"
"Pastelaria Monte Carlo","243 327 526"
"Cafetaria Pão Doce","243 111 257"
"Panitejo Andaluz","243 332 110"
"Pastelaria Santa Clara","243 322 300"
"Espiga Dourada","243 096 123"
"Cafetaria O Filipão","919 560 230"
"Caso Pensado","243 761 039"
"Panitejo Shopping","243 593 087"
"Menimel","243 301 191"
"Pastelaria Zely","243 370 444"
"Múcio Personal Hair","915 521 158"
"Patrícia Leite Hair Makeup Studio","913 834 803"
"New City Unisex Salon","920 355 026"
"ETC TERA Vegan Concept hair&body","910 748 586"
"Amados Cabeleireiros - Continente Santarém","243 372 023"
"Beauty Wonders","938 475 716"
"Pomar da Beleza","933 231 766"
"Studio bruna Soares","965 663 752"
"Salão Elaine Torres","932 849 733"
"Utopia concept barbearia","962 334 306"
"Studio 10 by Lilly Anna","913 679 990"
"Susete Hairstylist","917 434 065"
"Espaço Clara Rodrigues","918 375 532"
"Shanistyle barberia","920 802 425"
"BodyConcept Santarém","243 357 460"
"Sílvia Cardoso Cabeleireiros","966 212 581"
"K studio","910 902 825"
"Lisbon Style Barbershop","910 404 993"
"Olena - Hairstylist","938 461 269"
"Carica Barbershop","920 441 291"
"Dantas Barber shop","934 645 482"
"King’s Barbershop - Santarém","935 551 296"
"OLIMPO Barbershop","926 967 332"
"Mr. Barber","923 198 251"
"Invictus Barbershop","963 815 556"
"Barber Boss","243 144 047"
"Frazão Barbershop","928 262 173"
"Barbearia à Benfica - Santarém","933 478 635"
"Oriente Salon","920 227 629"
"Brother’s salon","920 169 448"
"KMA Barbearia","915 870 522"
"Ghuman Barber shop","920 411 689"
"Hugo Sanches Barbershop","963 457 177"
"Barbearia Louro","963 526 987"
"CASABLANCA BARBEARIA","243 095 959"
"Raiane Almeida Estética & Nails","926 007 237"
"Juliana Nails","916 145 718"
"Soul-Zen Estética","911 995 587"
"the pinaxii nails salon","920 595 939"
"Rita Assunção - Atelier de Estética & Formação","912 959 914"
"Express Studio","916 011 544"
"Filipa Canelas Estética Profissional","912 469 879"
"Ana Guilherme - Beleza & Bem Estar","928 127 655"
"Carolina Dinis Beauty Studio","910 699 254"
"Márcia Veiga Estúdio de Estética","913 239 542"
"ScalBeauty Estética Avançada","910 664 426"
"Top Nails & Company by Filipa Emanuel.","912 070 947"
"Sofia Fernandes EDUCADORA MASTER | Formação extensão de pestanas","913 249 757"
"Taynara Santana Beauty Clinic","911 997 065"
"Josy Alves","963 457 166"
"""VALERIE""","969 303 073"
"La Donna - Estética e Cabeleireiro, Lda","916 159 555"
"Glam & Zensations","912 166 371"
"EsteticSpa Santarém","915 103 192"
"Jacqueline Lima Beauty & Academy","962 334 282"
"Equilibrium by Francy","914 607 252"
"Andry Rangel - Estética Avançada & Academy","912 086 158"
"New Body 4 You","916 234 005"
"Clinica de Estética Médica e Depilação Laser","243 377 750"
"La Femme Centro de Estética e Cosmetologia","918 744 980"
"ENERGYDAYSPA","929 445 871"
"Scape Health & Sensations","243 377 805"
"Massagem Santarém","919 810 523"
"Refúgio","911 584 007"
"Massagista Filipe Monteiro","915 288 966"
"Dinatejo Wellness & Spa, Equipamentos De Hidromassagem, Lda.","243 306 069"
"Solange Fernandes | Limpeza de Pele • Estética & Massagem","912 613 682"
"Massagem terapêutica e desportiva - Ricardo Jorge","912 858 210"
"Spa Cabeleireiros","243 328 666"
"Terapia Mistica & Spa De M.T., Lda.","21 354 4121"
"Restaurante Roots","961 377 850"
"Restaurante Páteo do Faustino","261 324 346"
"Taberna 22","261 338 384"
"Pikos Restaurante","961 164 822"
"Restaurante Patanisca","912 374 845"
"Taskinha do Chef","261 326 893"
"Casa Primavera","261 057 451"
"Cervejaria O Gordo","261 323 079"
"Restaurante “O Parque”","261 313 207"
"Sal na Adega - AdegaMãe","261 950 105"
"Napoleão Taberna","261 312 062"
"RESTAURANTE PONTO DE ENCONTRO","261 325 793"
"Pizzeria San Pietro","261 098 983"
"Adega da Lampeira","965 254 315"
"Barracão","261 324 908"
"Midi","963 761 608"
"Uma Casa Portugueza","933 535 777"
"Restaurante Pirata","261 244 930"
"Átrio da Cidade","966 624 123"
"MIM House&Friends","964 855 790"
"Pizzaria Dose","261 315 099"
"Pizza da Torre - Portugal","913 934 459"
"Mr.Pizza","261 110 239"
"Restaurante Pizzaria ""A Dose""","261 338 422"
"Pizzaria Dom Romero","261 324 196"
"Pizzaria Massa Fina Torres Vedras","965 832 232"
"Pizzaria Bom Apetite","932 007 038"
"Telepizza Torres Vedras","261 338 900"
"Mr.Pizza","261 325 419"
"Napolitana","916 060 001"
