Business Name,Email
"Freixipool - Piscinas e Impermeabilizações","geral@freixipool.pt"
"LA TERRASSA Restaurante","info@laterrassapt.com"
"Sushi 龙 Dragâo Restaurant japonês","luasonhadoralda@gmail.com"
"Vinteeum","geral@vinteeum.com"
"Esturricadinho","info@esturricadinho.pt"
"Restaurante A Grelha","info@agrelha.blogs.sapo.pt"
"Ratatui","info@jmccatering.pt"
"Restaurante Chez Michael","info@sultour.pt"
"Casa Canena • Grill . Restaurante . Bistro","info@canena.pt"
"Bar Restaurante do Clube do Pessoal da Siderurgia Nacional","info@tascazedosqueijos.pt"
"Restaurante ""O Lanche""","info@lanche.netideia.com"
"Ateliê dos Sabores","hagiazodigital@gmail.com"
"Quinta da Vitoria","info@casamentos.pt"
"Family corner cafe and restaurant","info@punjabidhabarestaurantfeijo.com"
"Paleta de Sabores","info@paletadesabores.com"
"Delhi Darbar","info@delhidarbar.pt"
"Dom Barril","info@dombarril.pt"
"Casa Do Pessoal","info@fct.unl.pt"
"Italiano Restaurante Pizzaria","reservas@oitaliano.pt"
"Boshq Restaurant","geral@boshq.pt"
"Mundi Green","geral@mundicafe.com"
"Restaurante Ostras Sobre Rodas (Belém)","info@ostrassobrerodas.pt"
"De Raiz by chef Luís Calei","geral@de-raiz.pt"
"Casa das Artes","info@meiavoltadeurano.pt"
"Tasca da Memória","info@lisboa.winebookshotels.com"
"Terrace Restaurant","info@martinhal.com"
"Chirashi Sushi e Ramen Miraflores","m.f.bertolo@gmail.com"
"Tasquinha do Celso","info@tasquinhadocelso.com"
"Vesuviano - Ravioli Bar & Focaccia Deli","geral@vesuviano.pt"
"Le Jardin D'Eden","lejardineden.lisboa@gmail.com"
"VICIO Príncipe Real | Restaurant","info@vicio.com"
"Parce Que","info@parceque.pt"
"Quasi Pronti","cniacc@unl.pt"
"The Living Room & The Kitchen Lisboa","reservations@sanahotels.com"
"Foodvanture Ramen","info@foodvanture.pt"
"Smash Burger","info@food.bolt.eu"
"Restaurante ALVA","reservas@alvarestaurante.pt"
"Gurung Chyan","info@gurungchyan.pt"
"O Colóquio","victorpereira64@gmail.com"
"O Porcalho","info@restauranteoporcalho.pt"
"Churrasqueira da Venda Nova","info@churrasqueiravendanova.pt"
"A Petisqueira Do Careca","hello.petisqueiradocareca@gmail.com"
"Também Quero","Fernandesnatalia487@gmail.com"
"Akami Sushi","info@akamisushi.pt"
"Gaya Veggie Market & Coffee Shop","info@gayaveggiemarket.com"
"Healthy QB","info@healthyqb.pt"
"Restaurante & Churrasqueira Alameda Boulevard","info@alamedaboulevard.com"
"Sakura lumiar","geral@sakura-restaurante.com"
"The Therapist Alvalade","info@thetherapist.pt"
"Tasco Force","tascoforce@gmail.com"
"By Chef Authentic Cuisine","info@bychefrestaurante.com"
"Little Morocco | Brunch - Restaurant","info@little-morocco.eu"
"Українська Хата/Casa Ucraniana.pt","info@casaucraniana.pt"
"O Prego do Guedes","opregodoguedes@hotmail.com"
"Butt karahi lisbon","info@buttkarahi-lisbon.com"
"Bistrô 65","info@bistro65.pt"
"Cooks","info@cooks.pt"
"Cantinho da Lena","Araiazlui@hotmail.com"
"Beira Alta","Pereiraccc_luism@hotmail.com"
"Indian kitchen","info@allinfo.pt"
"Solar da Roda","info@solardaroda.com"
"Osteria Gá","info@osteriaga.pt"
"A Fernanda","Alzira.dias59@hotmail.com"
"Carneria Steakhouse","info@carneria-steakhouse.pt"
"Manduca","manduca2019@outlook.com"
"Bifanas Lounge & Drink - Restaurante Bar - Ramada Odivelas","geral.bifanaslounge@gmail.com"
"Sartaj Resturante Ramada","info@sartajresturante.com"
"Nova Loures by Petiscos do Gémeo","reservas@petiscosdogemeo.pt"
"O Padeirinho","Bia_22@live.com.pt"
"Pizzeria Pugliese","info@fb.com"
"Per Mangiare","info@permangiare.pt"
"Little Caesars Pizza - Amora","info@pt.littlecaesars.com"
"Papa Johns Pizza","info@papajohns.pt"
"Casa Sergio - Ristorante • Pizzeria Italiana","chefsergiozanotti@gmail.com"
"Pizzaria Forno a Lenha","pizzaria.origemitalia@gmail.com"
"Papa Doner Kebab & Pizza - Almada","order@papadoner.com"
"ZeroZero Belém","zerozero@pizzeriazerozero.pt"
"Pizza na Brasa Restelo","pizzanabrasasao@gmail.com"
"Rico Pizza","info@ricopizza-lisboa.com"
"Lounge Ciao Cuore","info@ciaocuore.pt"
"Donna Pizzeria Alcântara","info@donnapizzeria.pt"
"Bella Canto Pizzaria","info@bellacantopizzaria.com"
"Fireaway Pizza Lisboa","info@firewayportugal.pt"
"Amapizza","amapizza.pt@gmail.com"
"Don Vito Benfica","info@donvito.pt"
"Casa Mia","casamia@casamiapizzeria.pt"
"Totale Pizzeria Alvalade","expo@totale.pt"
"Pizza 23","info@pizza23.pt"
"Nostra Pizza","contacto@nostrapizza.pt"
"Pizzaiollo Parque das Nações by Fullest","geral@fullest.pt"
"Hero Pizza","info@heropizza.pt"
"Karachi Pizza","info@99pizza.pt"
"Pizzaria Millz Forneria","info@millzpizzas.com"
"Santa Lolla Pizzeria -Mercês","vel.%5Cnsantalollapizzeria21@gmail.com"
"Usmania Pizzaria","vel.%5Cnusmaniapizzeria@gmail.com"
"Via Romana","info@viaromana.pt"
"Sushi & Pizzas Nero Ramada Odivelas","nrestauranteneroramada@gmail.com"
"Nautilus Café Lounge","info@aquariovascodagama-nautilus.pt"
"Flow Brunch Café and Photostudio","info@flowlisbon.com"
"Croissanteria Doce d'avenida","info@docedavenida.pt"
"Café do Paulo","info@qbola.pt"
"Copenhagen Coffee Lab Bacalhoeiros","info@cphcoffeelab.com"
"DITA PASTELARIA","editemvieira1968@gmail.com"
"FANA🌿","info@fanacafe.pt"
"Gelataria Scoop Gelato","encomendas@scoopgelato.pt"
"La Paleta Caffé","pop@lapaleta.pt"
"CNA CAFFÈ","followtsummer@gmail.com"
"Aqui é Petisco","delivery@mercadodealges.pt"
"Café Império Expresso","info@cafeimperio.pt"
"Cantinho Doce","Antonio_lopes_bento@hotmail.com"
"Trullino","info@trullino.com"
"Petiscos da Esquina","info@petiscosdaesquina.pt"
"Maison Luce","amoreiras@maison-luce.pt"
"Café de São Bento - Baixa","cafesaobento@cafesaobento.com"
"Alpha Café - Brunch & Burger","tiagobraziel16@gmail.com"
"Jeronymo Riverside","info@jeronymo.pt"
"Spicy cafe","Spicybenfica@gmail.com"
"A Luz Ideal","aluzideal@icloud.com"
"Garlic Café & Bistro","Garliccafebistro@gmail.com"
"Defuse Cafe","manager@defusecafe.com"
"SandCastle – Indoor Playground & Family Café with Nannies","sandcastlelx@gmail.com"
"Coffee & Crepe","info@coffeeandcrepept.com"
"Copenhagen Coffee Lab - Culturgest","allan@cphcoffeelab.com"
"Faz Falta","Geral@fazfalta.pt"
"Cantinho da Mafalda","mafaldacristinacafe@gmail.com"
"Café Império Expo","info@cafeimperio.com"
"Café Paris","info@cafeparis.eatbu.com"
"A Padeirinha","cristina.o.rodrigues@hotmail.com"
"O Zêzere","paulo_lourenco28@hotmail.com"
"Café Joyeux Natura Towers (Cofidis)","info@joyeux.pt"
"Cafetaria Lima","mariolima_2@msn.com"
"Pausa Poética","info@escalaspoeticas.com"
"Café Novo","ruicostacardoso94@gmail.com"
"O Buda","budaolivais@outlook.pt"
"Pastelaria Zêzere","1987tiagosantos@gmail.com"
"Café Expresso do Oriente","smlf.actividades.hoteleiras@gmail.com"
"Portela | Av. D. João II","info@portelacafes.pt"
"Ritinha’s 50’s Coffee","Mariacristinalopes75@gmail.com"
"Velas","maurosylvia@hotmail.com"
"Jazzy caffe","mrs.amendes@gmail.com"
"Lisbonne Caffé","Alvarobento49@gmail.com"
"Cafetaria Paragem de Sacavém","Lmeirinhas@hotmail.com"
"Cafetaria Larguinho","dv_alexandra@hotmail.com"
"Café Cafeína","Csilva491@gmail.com"
"Snack Bar Polos","Maria.balaj@sapo.pt"
"House Caffé","Ema_ricky@hotmail.com"
"Café ️ no Campo","sales@native.pt"
"Delícia Pastelaria do Bairro","Jb.rr@hotmail.com"
"Viana Concept | Viana Coffee - Pastry & Wellness","info@viana-concept.buk.pt"
"Pastelaria Principe","pastelariaprincipe21@gmail.com"
"Taska do Olival","sofiamiranda.lda@gmail.com"
"Chambel 2","joana-c-santos@hotmail.com"
"Delicia das Oliveiras","Deliciadasoliveiras@hotmail.com"
"Retiro da Fonte Perra","Rcampos078@gmail.com"
"Cafetaria O Parque","Henriquemota112@gmail.com"
"Os Rebelos","helioteixeira94@hotmail.com"
"Chalota","info@chalotasnackbar.com"
"Retiro","info@abilharlisboa.pt"
"Tribe Social Club - Caparica - Cowork & Bar","north@architecture.com"
"Tasca Tuga","info@tasca-tuga.pt"
"Pastelaria Snack-Bar Stavrose","Stavrose786@gmail.com"
"Carlsberg Bar","Joaovasconeves@live.com.pt"
"Cervetoria Gastro Bar","williambeto@hotmail.com"
"Carnívoro Steak, Wine & Friends","info@carnivoro.pt"
"Modjo Sushi - Bar Corroios","CREATEANYTHINGSTUDIOS@GMAIL.COM"
"Bar do G.D.R. Verderena","g.d.verderena@gmail.com"
"Marilú Snack-Bar","wodlda.pt@gmail.com"
"Magic Snack Bar & Pastelaria","cafemagicice@gmail.com"
"LX Rooftop","manager@lxhostel.pt"
"The Couch Sports Bar Docas","angelo0mateus0@gmail.com"
"Viseversa Restaurant & Bar","viseversa.lisboa@hyatt.com"
"ICON Bar & Rooftop Hyatt Regency","icon.lisboa@hyatt.com"
"M'arrecreo Café & Cocktail Bar","geral@marrecreo.com"
"Luar de Algés","luardealges@gmail.com"
"Zínia","zinia.zinia@sapo.pt"
"Museo dos Sabores","sonia.cristino@live.com.pt"
"Curry Hut","info@curryhut5star.com"
"Capricho - Restaurante & Bar","info@restaurantecapricho.pt"
"Restaurante Tráfico","eventos@restaurante-trafico.pt"
"Wine Bar & Terrace - Memmo Alfama","alfama@memmohotels.com"
"Snack Bar O Glórias","info@oglorias.com"
"Live Café / Snack bar","info@myspaceexclusive.pt"
"Herdade dos Sabores","martins.cristy@gmail.com"
"Band’alho - Meet & Wine","geral@bandalho.com"
"550º Restaurant & Bar","book@550graus.pt"
"Ritz Bar","info@fourseasons.com"
"Bar Boalma","info@iberostar.com"
"Pisco Peruvian Bar","info@piscoperuvianbar.pt"
"Alfazema Restaurante & Bar","calcadadomonte60@gmail.com"
"Os Kapas","ramykapas@gmail.com"
"Sushito Sushi & Poké Bowl Bar (Alvalade)","sushitosushi701@gmail.com"
"Lounge 9 Bar","info@ihg.com"
"The Garage Bar","thegaragebar2024@gmail.com"
"Taberna Wine Hunters","info@winehunters.pt"
"Boudh sushi and ramen bar","info@boudhsushi.com"
"Eventing Bar Catering","geral@eventing.pt"
"Galaxy Lounge Shisha Bar","madrugadahermeticalda@gmail.com"
"Espassusbar","info@jf-carnide.pt"
"Arashi Sushi Bar","info@arashi.pt"
"MEALSSY BAR","vel.%5Cnmealssybar@gmail.com"
"Kebab Point Restaurant & Bar","info@kebabpoint-pt.com"
"Cabeleireiro e Estética em Telheiras - Golden Stage Beauty Bar","geral@goldenstagebb.pt"
"Snack bar 59","snackbar59@outlook.pt"
"Bar Oriente (in Olissippo Oriente Hotel)","auditor.oo@olissippohotels.com"
"Snack Bar Boa Sorte","familiavilaslopes@hotmail.com"
"O Jardim Wine Bar","reservations.hto@hotelstheone.com"
"GK Beauty Nails Bar","info@gleicekellynails.com"
"B.live Lounge Bar","info@wbliveloungebar.com"
"Cantinho da Rosa","Ecirfonseca@gmail.com"
"Ponto Azul","Dinacnunes@gmail.com"
"Pastelaria Amado","Diasamado1@sapo.pt"
"RESTAURANTE PETISCARIA 10","gianmangueirafest@gmail.com"
"O Tabuleiro-Restaurante","Matosomonica9@gmail.com"
"O Frangueiro","Silva_nuno.97@hotmail.com"
"O Sendinês","Paulosousa.construcaocivil@gmail.com"
"Restaurante Império Sacavém","Olibruno@live.com.pt"
"Flores do Forte","Henriquesa536@gmail.com"
"Salero Guest House","info@salero.pt"
"Nequinho","Milajlferreira@gmail.com"
"Bota Frango","Botas.rf@gmail.com"
"Restaurante Os Rumores","Carla_rumor@hotmail.com"
"Xandite of Costa de Caparica (Old)","cafelopes@gmail.com"
"ZAZA - Pastelaria","info@amarelasinternet.com"
"Dom Pastel Vila Nova","geral@joaoritahotelaria.pt"
"Central Bakery De Frades Pinhal, Lda","info@padaria-central.pt"
"Pastelaria D'Avenida","info@pastelariadavenida.pt"
"Pasgelpan - Tudo para Pastelaria, Chocolataria e Cake Design","info@pasgelpan.com"
"Signo Aquarius","fabrica@signoaquarius.pt"
"Cristal","Cristalpastelaria@gmail.com"
"Com Tradições","info@comtradicoes.com"
"Pastelaria Alecrim","Mfm_martinho@Gmail.com"
"Pastelaria Aloma - Graça","geral@aloma.pt"
"Santa Clara","pastelaria.s.clara@gmail.com"
"Pastry Madre Deus","pastelariamadredeus@gmail.com"
"Pastry Aquarius Alfragide","info@aquarius.com.pt"
"Confeitaria Glória","info@confeitariagloria.pt"
"Doce Albatroz - Pastelaria & Padaria","Docealbatrozlaranjeiras@sapo.pt"
"São Carlos II","Saocarlos58@gmail.com"
"Pastelaria O Lacinho","Manuelrodrigues60@hotmail.com"
"Pastelaria Carícia","Jorgebotelho@hotmail.com"
"Pastelaria Aloma - SuperCor","info@aloma.pt"
"Isabelinha","info@haburgueria.com"
"Solar dos Doces","info@pastelaria-solar-dos-doces5.webnode.pt"
"Pastelaria Abimar","raquel.cunha.96@gmail.com"
"Padaria São Tiago","info@padariasaotiago.com"
"EspigaSol - A Trigueira","info@espigasol.pt"
"Babá","simonlunitababa@gmail.com"
"Fatisol","Fcarvalhocruz@gmail.com"
"Pastelaria Júpiter","pastelariajupiterrestaurante@hotmail.com"
"Pastelaria Moinho","info@pastelariamoinho.pt"
"Ayalla Sparkling Cakes","ayalla@ayallacakes.pt"
"Pastelaria El Rei Dom Dinis","elreiddinis1@gmail.com"
"JM LONDON STUDIOS","info@jmlondonstudios.com"
"Hair & Beauty Studio Cabeleireiros","mg.atelierdecabelos@gmail.com"
"Hair Choice","info@hairchoice.pt"
"Elegant - Beauty, Hair Studio & Academy","info@elegantteam.buk.pt"
"Pachioni's Barbearia","name@example.com"
"Madeixa Roxa beauty spa","geral@madeixaroxa.com"
"Helder & Pedro Lda Hairdressers","hairfashionlisboa@gmail.com"
"Hair Fusion Lisboa","geral@hairfusion.pt"
"WIP Hairport","cut@hairport.pt"
"Fátima Pinto Cabeleireiros","info@fatimapintocableireiros.com"
"São Rocha Cabeleireiros","geral@saorocha.pt"
"KOOA Hair","info@kooahair.com"
"Chiado Studio","info@chiadostudio.pt"
"Afro Braids Damaia","%20info@afrobraids.pt"
"Be More You","info@bemoreyous.com"
"VISIONHAIR","john.doe@gmail.com"
"Love Is In The Hair","agendamento@loveisinthehair.com.pt"
"Slash Creative Hair Studio","hello@slash.pt"
"Sirlei Miranda | Cabeleireira em Lisboa Alfragide","info@api.whatsapp.com"
"Pharmácia do Cabelo","info@pharmaciadocabelo.com"
"MUSA SPA","info@musaspa-pt.com"
"Bruna Santana Hair Artists","hello@brunasantana.pt"
"Kelly Koncept","info@kellykoncept.com"
"SLAY Brazilian Hairdressers","info@slayallday.pt"
"Hairdesign By Catarina Rodrigues","geral@hairdesign.pt"
"Essentya","info@essentya-cabeleireiros.pt"
"Studio Ireni Soares","studioirenisoares@gmail.com"
"Mjf Cabeleireiro e estética","mariajoao707@gmail.com"
"SANJAM - Parque das Nações","geral@sanjam.pt"
"TâniaRibeiroclinic","taniaribeiro.profissional@gmail.com"
"Cabeleireiros Gabriel Santos","info@gabrielsantos.pt"
"Diamond Hair port","example@example.com"
"Beleza Africana","cristina_9983@hotmail.com"
"GABRIELAS CABELEIREIROS E ESTÉTICA","feedback@sheerme.com"
"Gloria-Cabeleireiro & Spa-belissima","spa-pereira@hotmail.com"
"Solange Cabeleireiros","info@solangecabeleireiros.pt"
"Rovania Zambon - Hair & Body stylist","info@rovaniazambon.pt"
"barbearia Igor paçoka","castroigor@outlook.pt"
"Logrado's Barbershop","logradosbarbershop@gmail.com"
"IPENHOR BARBERSHOP","ipenhor8@gmail.com"
"Barbearia Loyal Men’s Club Amora","patrickhaykar@hotmail.com"
"Casa do Cabelo","info@casadocabelo.com"
"Apolinariu’s Barber & Estetica","info@apolinarius.pt"
"Moreira barber","geral@moreirabarber.com"
"Sirius Barbershop Arroios","sebastian@aldusleaf.org"
"Figaro's Barbershop Downtown","info@figaroslisboa.com"
"The Barber Company Continente Amadora","info@inventore.net"
"MÉRITUS - Barbearia Alfragide","info@meritusbarbearia.pt"
"Barber's_hub001","info@barbeariaarts.weebly.com"
"Dr Barbeiro Estefânia","geral@drbarbeiro.pt"
"Belarmino Barber Classical","info@belarmino.resurva.com"
"Hard Cuts Barbershop","hardcuts0@gmail.com"
"T-Hair Barbershop 4 Men","info@t-hair.com"
"DavidBarbershop","info@davidbarbershop-1.buk.pt"
"Gentlemen's Barbershop","duartempandre@gmail.com"
"Murillo's Barber","info@murillosbarber.pt"
"Tagus Barbershop Alta de Lisboa","info@tagusbarbershop.pt"
"Subúrbio Barbearia - Bobadela","info@suburbiobarbershop.pt"
"Barbearia Viriatus","info@noona.pt"
"One Nails","info@onenails.pt"
"Arte & Beleza","info@artebeleza.pt"
"Beleza Pura de Sofia Daniel-Estética e Formação, Lda","belezapuradsd@gmail.com"
"Catia Sousa HairStylist Cabeleireiro","info@catiasousa.pt"
"NAYA by Nádia Regueira","example@gmail.com"
"Alfazema Tempo da Massagem","info@espacoalfazema.com"
"Estética4all","geral@estetica4all.pt"
"Silk - Centro de Estética e Unhas de Gel","info@silkestetica.pt"
"Doctors Beauty","Dbgrouppt@gmail.com"
"The Beauty Bar at Santiago de Alfama","beauty@santiagodealfama.com"
"L'Atelier Samuel Rocher - Lisbon","info@samuelrocher.com"
"Nígara Beauty & Nails","info@nigara-beauty-nails.buk.pt"
"BeautyStudio by Roberta Gutierres","info@beautystudiorobertagutierres.pt"
"NAMASTE BEAUTY STUDIO - Lisboa","info@namastebeauty.eu"
"Teresa Amorim Cabeleireiro E Estética","info@teresaamorim.pt"
"Studio 06 LDA","studio06geral@gmail.com"
"Atelier Lane Carvalho – Lash&Brow","geral@atelierlanecarvalho.pt"
"Capadócia Beauty Lounge – Estética & Co-work Lisboa (ao lado do Colombo)","info@capadociabeautylounge.buk.pt"
"BLEEM - Styling de Sobrancelhas","info@bleem.pt"
"Casa dos Babios - MSEstética","mrutesantos@gmail.com"
"The Glam Company","info@theglamcompany.com"
"Zen Organic Hair Concept","info@zenorganicconcept.com"
"Oficina de Estética Telheiras","oficinaestetica.telheiras@gmail.com"
"Sunlight Lounge","info@sunlight-lounge.pt"
"Beleza37 Pontinha","info@beleza37.pt"
"Beleza Urbana - Cuidados do Corpo e Cabelo","info@belezaurbana.pt"
"Santo Fio Hair Club - Lisboa","info@santofiohair.com"
"ELEMENTS - Beleza e Bem Estar","info@elementsodv.com"
"Casa da Beleza","info@aiyellow.com"
"BodyConcept Odivelas I Jardim da Amoreira","jardim.amoreira@bodyconcept.pt"
"DepilConcept Odivelas - Jardim da Amoreira","info@oferta.depilconcept.pt"
"Cabeleireiro Katia & Nancy","info@katiaenancy.com"
"BSpa by Karin Herzog","bspa@karinherzog.pt"
"Serenity Spa Lisbon, The Art of Well Being","info.serenity@pinecliffs.com"
"G Spa by Altis Grand Hotel","gspa@altishotels.com"
"Aqua Day Spa - Beauty, Hair, Body Massage, Facial","info@aquaspa.pt"
"Acqua Lisboa City SPA","mail@blueserenity.pt"
"Wayang Center Lisboa | Massage SPA","info@massagem-sensual.com"
"Genuine Tantric - Spa Lisboa | Chiado","info@genuine-tantric.com"
"Ancient Herbal Spa | by Herbal Massage Lisboa.","bookingherbalmassage@gmail.com"
"Delírio Spa - Marquês de Pombal","info@deliriospa.pt"
"Dakini Spa :: Erotic and Tantric Lisbon","geral@dakinispa.pt"
"Anira Relax","info@anirarelax.pt"
"Paradise Lisbon Spa","info@lisbon-massage.com"
"Float in Spa Lisboa - Belém","info@float-in.pt"
"maSage Spa","ana.goncalves@masage.pt"
"Mioterapia - Osteopatia e Massagens","info@mioterapia.com"
"Tantric Moments - Lisbon SPA and Massage Center","geral@tantricmoments.pt"
"Authentic Spa","info@ndiscovered.com"
"NEYA Day Spa","info@lisboa.neyahotels.com"
"Elohim Spa","info@elohim.pt"
"Delight U","geral@delightu.pt"
"Espaço Essências","info@espacoessencias.pt"
"Lennure Lux Spa","lennureluxspa@icloud.com"
"The Oriental Spa- Hammam & Massage","ramil007.pt@gmail.com"
"El Spa - Health Club & Spa","spa.mla@meliaportugal.com"
"The Spa by Corinthia Lisbon","spa.lisbon@corinthia.com"
"My Wellness Concept","geral@mywellnessconcept.com"
"The Manipedi - Nail Spa","info@themanipedi.pt"
"La Maison Spa","info@massagememlisboa.pt"
"Royal Therapy Spa","info@royaltherapyspa.com"
"Aqua Lisbon - Sauna, Club & SPA","aqualisbon78@gmail.com"
"Sukkee Thai Spa","sukkeethaispa@gmail.com"
"Nusa Massage Spa","info@nusa.com.pt"
"Spa Cris Weber","spacrisweber@outlook.com"
"About SPA","estadio@aboutspa.pt"
"Vita Spa","ines.lucio@hotmail.com"
"Time For Spa","geral@timeforspa.pt"
"Amara Thai Spa","thaispaamara@gmail.com"
"Spa Janah Estética e Bem Estar","info@janahesteticaebemestar.pt"
"Nirvana Spa Lisboa","info@nirvanaspaportugal.com"
"Massagens de relaxamento. Massagens Orientais. ""Massagens o Prazer sem Pecado""","info@massagemderelaxamento.blogspot.com"
"5ª Avenida SPA","oseuemail@email.com"
"Beira Gare","restaurantebeiragare@gmail.com"
"Valle Flôr","reception.cph@pestana.com"
"Margarida Italian","geral@grupononbasta.pt"
"Cantinho da Catarina","cantinhocatarina@gmail.com"
"El Gosto","admin@el-gosto.com"
"SIFRA SUSHI & GRILL - AJUDA BELEM","smaitfood@gmail.com"
"CHURRASCO NARCADONOÉ","info@grelhadosbarcarena.pt"
"Hamburgueria do Bairro (Carnaxide)","info@hamburgueriadobairro.pt"
"Avenida | Restaurant & Bar","info@hotelbrownsavenue.com"
"O Tacho e a Grelha","geral@batalhadossabores.pt"
"Del Rei","geral@del-rei.com"
"Tasquinha a Paragem","Jorgecostag10@Gmail.com"
"La Brasserie de L’Entrecôte","be.chiado@brasserieentrecote.pt"
"O Lourenço","mariscomarina@outlook.com"
"Casica - Italian Trattoria","hello@casica.pt"
"Taberna Doisquarenta","tabernadoisquarenta@gmail.com"
"Restaurante Lanterna","manuelapinto554@gmail.com"
"Brasa em Casa","geral@brasaemcasa.pt"
"Ararate Colinas","reservasararate@gmail.com"
"Fifty Seconds","info@fiftyseconds.pt"
"Diligent Spicies","diligentspicies@gmail.com"
"Casa dos Frangos de Moscavide","info@casafrangosmoscavide.pt"
"Tasquinha de Palhais","Andreia.morais.00@gmail.com"
"Di Frango","Marta.reis20@gmail.com"
"A-100 (LoureShopping)","encomendas@a100.pt"
"Rui dos Pregos - Loures","info@ruidospregos.com"
"A Grade","info@restauranteagrade.pt"
"Sofia","admsofiarestaurante@gmail.com"
"Restaurante Beira-Rio","restaurante_beira_rio@outlook.com"
"Quinta Dos Lapiás","comercial@prenunciodefesta.com"
"Churrasqueira Os Galitos","Carlapereirarocha@sapo.pt"
"Docinhos do Céu","Ceciliabenchea@gmail.com"
"La Dolce Vita Trattoria","info@pizzariaoeirasladolcevita.pt"
"MADPIZZA Oeiras","info@madpizza.pt"
"Solo Pizza Massamá","info@solopizza.pt"
"Pizza Express","info@pizzariaexpress.pt"
"Gold pizza e kebab","info@eatyup.com"
"AMA Pizzeria","booking@aldeiadapraia.pt"
"Palatino Pizzaria - Loures","info@palatino.pt"
"Pizzaria o Boss 2","info@yourdomain.com"
"Botica Pizza by Botica Saloia","info@boticasaloia.pt"
"Pizzaria Roma","info@pizzariaroma.pt"
"Unity Coffee Oeiras","info@unitycoffee.pt"
"Bib's Crew - Coffee Palace","info@bibscrew.com"
"O Passo","info@opasso.pt"
"Cafetaria do Museu de Marinha","cafetaria.museumarinha@gmail.com"
"Praça do Café","Nunocarregal_cafe@hotmail.com"
"Dunno - Queijas","info@dunno.pt"
"ECOLONCO - Mercearia & Café","info@ecolonco.pt"
"O Bom Café","info@ola.pt"
"Báltico","balticopastelaria@gmail.com"
"Tita","rui10miguel@hotmail.com"
"Café Luar Azul","Maggy_mlp@hotmail.com"
"Café Deskina","cafedeskina23@gmail.com"
"Churrasqueira Café Os Dois Unidos","Snackosdoisunidos@gmail.com"
"Pastelaria Mina Dos Amigos","minadosamigos@gmail.com"
"Pastelaria Singh","itarspal@gmail.com"
"Restaurante Pérola da Ponte","aurora_barbosa@sapo.pt"
"Oak Café & Brunch","hello@oakcafe.pt"
"Pastry Mermaid Farm","sereiadaquinta@gmail.com"
"Esplanada Sonho Real","esplanadasonhoreal@gmail.com"
"Café SS Bar","gtusth@gmail.com"
"Os Morgados","panificacaodocabo@gmail.com"
"Suspiro Delicado","veraluciadiascampos@hotmail.com"
"Cozinha Saloia","restaurantecafecozinhasaloia@gmail.com"
"Café da Vila","Carlospratataborda1996@gmail.com"
"Zapping Sports Bar","geral@remaka.pt"
"O Cantinho do Tigelas","cantinhodotigelas@gmail.com"
"Nikas snack&caffee","joaopedroaugusto85@gmail.com"
"Quinta da Cerca Restaurante & Garden Bar","info@quintadacercarestaurante.com"
"Caves Velhas - Bucelas","info@enopoint.pt"
"O Cheesecake da minha mãe","info@ocheesecake.pt"
"Leitaria da Quinta do Paço • Oeiras","geral@leitariadaquintadopaco.com"
