Business Name,Email
"Dantas Barber Shop","darlandantas87@gmail.com"
"Barber Boss","barberbosspt@gmail.com"
"Carica Barbershop","info@caricabarbershop.com"
"Olimpo Barbershop","info@olimpo-barbershop.app.koobi.pt"
"Frazão Barbershop","info@frazaobarbershop.app.koobi.pt"
"Barbearia À Benfica","agendababslb@gmail.com"
"Oriente Salon","u002F@oriente.salon"
"Kma Barbearia","contacto@sites.appbarber.com.br"
"Filipa Canelas Estética Profissional","info@filipacanelasestetica.pt"
"Rita Assunção","info@ra.app.koobi.pt"
"Pinkspot","n@jf.sjrrsj"
"Scalbeauty Estética Avançada","geral@scalbeauty.pt"
"Tel Lashes","vandirafilipe28@sapo.pt"
"Laurant.studio","info@maapp.com.br"
"Jacqueline Lima Beauty & Academy","jack.simyonne@gmail.com"
"Esteticspa Santarém","esteticspasantarem@gmail.comTelefone"
"La Femme De Estética E Cosmetologia","info@lefemme.whf.bz"
"Clinica De Estética Médica E Depilação Laser","info@cmdl.pt"
"Massagem Santarém","massagemsantarem@gmail.com"
"Scape Health & Sensations","scape@enfis.pt"
"Solange Fernandes | Limpeza De Pele • Estética & Massagem","info@solangefernandes.pt"
"Energydayspa","info@energydayspa.pt"
"Massagista Filipe Monteiro","info@6456deb3db2d5.site123.me"
"Refúgio","info@refugiosb.pt"
"Pikos Restaurante","pikosrestaurante@gmail.com"
"Restaurante Roots","info@rootsrestaurante.pt"
"Restaurante Páteo Do Faustino","restaurante@pateodofaustino.com"
"Sal Na Adega","enoturismo@adegamae.pt"
"Taberna 22","info@taberna22.com"
"Sabor Da Serra","serradavilavaza@gmail.com"
"Restaurante Patanisca","restaurantewinebarpatanisca@gmail.com"
"Verónica","restauranteveronica@hotmail.com"
"Mezza Restaurant & Wine Bar","info@mezzarestaurantebar.com"
"Donner King Kebab & Pizza 2","rs205855@gmail.com"
"Pizzaria Dom Romero","info@domromero.net"
"Pizzaria Dose","info@pizzariadose.com"
"Pizzeria San Pietro","info@sanpietro.pt"
"Domino's Pizza Torres Vedras","contacto@dominospizza.pt"
"Pizza Hut Arena Shopping","contact@pizzahut.pt"
"Novo Dia Elite Café Central","info@cafe.de"
"Kitchen Cafe By True Taste","info@kitchen-truetaste.pt"
"Pastelaria Império","info@imperiopastelaria.pt"
"Bar Portal","santaritasurfschool@gmail.com"
"Edge Rooftop","forms@tambourine.com"
"Yard House","info@yardhouse.com"
"Two Fools Tavern","2foolstavern@gmail.com"
"Promar Eco Beach & Spa Hotel","reservas@hotelpromar.pt"
"Stay Hotel Torres Vedras","torresvedras@stayhotels.pt"
"Vila Louro","info@vilalouro.pt"
"Hotel Golf Mar","reservas@hotelgolfmarvimeiro.pt"
"Dolce Camporeal","camporeal.guestservices@dolce.com"
"Hotel Praia Azul","htl.praiaazul@mail.telepac.pt"
"Arcos Hotel","reservas@arcoshotel.pt"
"Well Hotel & Spa","info@wellhotelportugal.com"
"Hotel Santa Cruz","info@santacruz-hotel.com"
"Quebra Costas Rooms Torres Vedras","contacto@hoteisnew.com"
"Graça Garden","geral@gracagarden.pt"
"Santa Cruz Surf Lodge Lda","info@surflodgesantacruz.com"
"Areias Do Seixo","info@areiasdoseixo.com"
"Residential Patio Da Figueira","info@patiodafigueira.com"
"Hospedaria Recomeçar","hospedariarecomecar@gmail.com"
"Monte Do Carmo","geral@montedocarmo.com"
"Cliff Surf House","vasb@pyvssfhespnzc.pbz"
"Da Rainha","reservas@hoteisfinder.com"
"Youth Hostel Santa Cruz","santacruz@movijovem.pt"
"Tê-u Alojamento Local","contacto@booking.com"
"Pastry Paloma Blanca","info@palomablanca.pt"
"Pastelaria Casa Torta","geral@casatorta.pt"
"Pasteis Brasão","geral@pasteisbrasao.com"
"Pastelaria Pãozinho Da","info@paozinhodaavenida.com"
"Paloma Blanca Júnior","geral@palomablanca.pt"
"Doce Do Oeste","info@guiadooeste.pt"
"Antonio Crispim Cabeleireiros","info@antoniocrispimcabeleireiros.pt"
"Pampas Company Head Spa","info@pampascompany.com"
"Simone Mattos Cabeleireiros E Estética","isimonemattos@hotmail.com"
"Cabeleireiro Corte Á La Carte","info@google.com"
"Barbershop Gotham","geral@gothambarbershop.com"
"Barberhood Barbershop Torres Vedras","info@barberhood.pt"
"Figas Barbershop","geral@tinyurl.com"
"Antigos Barbershop","info@antigosbarbershop.com"
"Alma Barbearia","almabarbearia@gmail.com"
"Bnails Beauty Salon • Head Spa • Unhas • Laser","geral.bnails@gmail.com"
"Nail Me Perfect","ligiacaseirito@gmail.com"
"Glamour Beauty Center","beautycenter.torresvedras@gmail.com"
"Studio Laís Rocha","layrocha401@gmail.com"
"Lou's Way","info@lousway.pt"
"Clínica Elizabeth Ministro","clinicaelizabethministro@gmail.com"
"Clínica De Estética E Spa Silvia Netto","geral@silvianetto.pt"
"Clínica Essência Do Corpo","info@ivof.com"
"Bodyconcept Torres Vedras","torresvedras@bodyconcept.pt"
"Eliane Guerra","elianeguerra.pmu@gmail.com"
"Tunjung Spa","info@tunjungspa.com"
"Pürbody","info@purbody.pt"
"Spa Delluxe","Delluxe@live.com.pt"
"Amai Spa","spa@dolcecamporeal.com"
"Viva Ayurveda Urban Spa","vivayurvedaspa@vivayurveda.com"
"Clube O'hara","info@clubeohara.com"
"Taberna Do Bairro Alto","n@pantha.sudeep"
"Restaurant","ramiro@cervejariaramiro.pt"
"Taberna Sal Grosso","info@tabernasalgrosso.pt"
"Solar 31 Da Calçada","novageracaosolar31@gmail.com"
"Time Out Market","infolisboa@timeoutmarket.com"
"Taberna Do Castelo","tabernadocastelo.shop@gmail.com"
"Belcanto","canaldedenuncias@belcanto.pt"
"Palácio Chiado","geral@palaciochiado.pt"
"Solar Do Duque","info@solidofado.com"
"Pizzaria Tapas La Familia","grupoitallia@gmail.com"
"Valdo Gatti Pizza","jobs@cardogatti.com"
"Artigiano Ristorante Pizzeria","grupoartigianopt@gmail.com"
"Il Margherita Pizzeria","ilmargheritapizzaria@gmail.com"
"M’arrecreo Pizzeria","geral@marrecreo.com"
"Pizzeria 60 Seconds By Il Margherita","info@ubereats.com"
"Forno D'oro","info@fornodoro.pt"
"Madame Restaurant","Contact@madame-bistrot.com"
"Pizzeria Romana","info@pizzeriaromana.pizza"
"Pizzeria Romana Alfama","geral@pizzeriaromana.pizza"
"Pizzaria","grupos@joseavillez.pt"
"Hygge Kaffe","happycustomer@hyggekaffe.pt"
"Heim Cafe Santos","support@readymag.com"
"Liberty: Brunch","mail@libertylisbon.com"
"A Brasileira","info@abrasileira.pt"
"Fábrica Coffee Roasters","info@fabricacoffeeroasters.com"
"Fábrica Coffee Roasters","geral@fabricacoffeeroasters.com"
"Café Da Garagem","geral@teatrodagaragem.com"
"The Folks Сhiado","hey@thefolks.pt"
"Buna","info@bunaportugal.com"
"Baobá Café Bica","info@baobacafe.pt"
"The Coffee","info@thecoffee.jp"
"Seen Sky Bar","reservas@seenlx.com"
"Cinco Lounge","Info@cincolounge.com"
"Spot","reser.spot@gmail.com"
"Foxtrot","info@barfoxtrot.pt"
"Pensão Amor","email@pensaoamor.pt"
"Toca Da Raposa","info@tocadaraposa.co"
"146 Bar","info@roomsavailablitiy.my.canva.site"
"Monkey Mash","info@monkeymash.pt"
"The V Rooftop Bar","fnb@thevintagelisbon.com"
"Ruby Rosa","info@lisbonartstay.com"
"The Monarch Cocktail Bar","info@the-monarch-cocktail.localo.site"
"Pink Bar","info@pinkbar.pt"
"A Ginjinha","info@ginjinhaespinheira.com"
"Red Frog","info@redfrog.pt"
"Wc By The Beautique Hotels","reservations@thebeautiquehotels.com"
"Lisbon Garden Guest House","geral@lisbongarden.pt"
"Hotel Borges Chiado","reservas@hotelborges.com"
"Hills Hotel","reservations@hillshotellisboa.pt"
"The Hygge Suites","info@thehyggelisbonsuites.com"
"Czar Lisbon Hotel","reservas@czarlisbonhotel.com"
"Hotel Dom Afonso Henriques","reservas@hoteldah.com"
"Radisson Blu Hotel","info@radissonhotels.com"
"Hotel Excelsior","info@hotelexcelsior-lisboa.com"
"Next Level Premium Hotels Lisbon","info@nextlevelhotels.pt"
"Famous Crows Guest House","geral@famous-crows.com"
"Lisbon City Hotel By City Hotels","info@lisboncityhotel.com"
"Rossio Garden Hotel","info@rossiogardenhotel.com"
"Hotel Star Inn Lisbon Airport","res.sil@hotelstarinn.com"
"Easyhotel Lisbon","info@easyhotel.com"
"Lx Soho Boutique Hotel","info@lxsohoboutiquehotel.com"
"Rossio Plaza Hotel","info@rossioplazahotel.com"
"Omid Saldanha Hotel","reservas@omidhotels.com"
"We Hate F Tourists","love@theftourists.com"
"White House Lisbon Hostel","info@whitehouselisbon.com"
"Safestay Lisbon Bairro Alto","groups@safestay.com"
"Principe Real Home Casa De Hospedes","info@lisboaalojamentos.pt"
"Gspot Hostel","gspothostels@gmail.com"
"Samps Hostel","info@sampshostel.com"
"Swisslisbon Guest House","info@swisslisbonguesthouse.com"
"Lisbon Destination Hostel","reservations@destinationhostels.com"
"Yes! Lisbon Hostel","infolisbon@yeshostels.com"
"Welcome Guest House","info@welcomehostel.pt"
"This Is Lisbon Hostel","info@thisislisbonhostel.com"
"Ambiente Hostel & Rooms","info@ambientehostel.pt"
"Central Hostel","global@lisboacentralhostel.com"
"Home","info@homelisbonhostel.com"
"1924","contact@hoteisdirect.com"
"Lisbon Check-in Guesthouse","info@lisboncheckinguesthouse.pt-hotel.top"
"Lisabonna Guest House","info@lisabonnaguesthouse.com"
"Lisbon Bangla Guest House","reservas@hoteisdirect.com"
"Garden Guest House","booking@hoteisdirect.com"
"Castro","castro@castropasteisdenata.pt"
"Camões","Camoespastelaria@gmail.com"
"Manteigaria","info@manteigaria.com"
"Pastéis De Belém","pasteisdebelem@pasteisdebelem.pt"
"Fábrica Da Nata","info@fabricadanata.pt"
"Versailles","recrutamento@grupoversailles.pt"
"Confeitaria Nacional","info@magicway.pt"
"Pastelaria Suíça","suica@pastelariasuica.pt"
"Amor Perfeito","geral@amorperfeito.net"
"Nat'elier | Pastel De Nata","info@natelier.pt"
"Fábrica Da Nata","geral@fabricadanata.pt"
"Hair Concept Lisbon | Blonde & Color Hair Specialists","info@hairconceptlisbon.com"
"Cabeleireiro Studio Fio De Ouro","apoioaocliente@studiofiodeouro.pt"
"Hair & Company","info@hairandcompany.pt"
"Cut & Shout Hair Salon Lisbon","info@cush-hair.com"
"Unique","info@unique.pt"
"Mood Hair Concept","info@moodhairconcept.pt"
"Facto Hair Bairro Alto","info@factohair.com"
"Rhamus Hair Principe Real","rhamushair@gmail.com"
"Wip Hairport","cut@hairport.pt"
"Secret Look","info@secretlook.shop"
"Flaunt Lisbon","info@wa.link"
"Hair Fusion","geral@hairfusion.pt"
"Barbearia O Corvo","ocorvolisboa@gmail.com"
"Connection Barbershop Unit 2","info@connectionbarbershop.pt"
"Augustus","info@augustus-barbershop.localo.site"
"The Barber Company","info@inventore.net"
"Aneel Barbershop","krkanil99@gmail.com"
"Figaro's Barbershop Rosemary","info@figaroslisboa.com"
"Fellas Barber's","info@fellasbarber.com"
"The Hooligans","info@thehooliganslisboa.com"
"Sirius Barbershop Rato","sebastian@aldusleaf.org"
"Barbearia Lx Barbers","info@lxbarbers.pt"
"Gc Barberhouse","info@gcbarberhouse.pt"
"Kelly Silva Unhas De Gel","kellycristinaxx@gmail.com"
"Dez Studio","loja@dezstudio.com"
"Minha Flor Nails & Spa","info@minhaflor.pt"
"The Manipedi","info@themanipedi.pt"
"Atelier De Unhas Rafa Mendonça","info@atelierrafamendonca.buk.pt"
"Gi-coração Atelier De Beleza","gi.coracao.beleza@gmail.com"
"Weilla Nail Studio","contact@weillanailstudio.pt"
"Sara Beauty","reservassarabeauty@gmail.com"
"Michele Furtado Beauty","info@michelefurtado.pt"
"Yasmin Marcon Nails","info@yasmin-marcon-nails.buk.pt"
"Fabiana Bernardo Nails Designer","info@fabyananaildesigner.buk.pt"
"The Beauty Bar At Santiago De Alfama","beauty@santiagodealfama.com"
"Into Beauty Studio","info@intobeauty.pt"
"Skin Design","skindesignlisboa@gmail.com"
"The-face-only","thefaceonly.lisbon@gmail.com"
"Body Flow","info@bodyflow.pt"
"Flavio Vilhais Facialist","info@flaviovilhais.com"
"Skin Boutique By Lmr","info@skinboutique.pt"
"Óg Esthetics And Health","info@ogespa.com"
"Michelle Bond","abc@abc.abc"
"Inês Rebelo Skin Care","info@inesrebeloskincare.com"
"Iluminance Skin Clinic","info@iluminanceskinclinic.com"
"Dra. July Alcantara L Facial Aesthetic Medicine","info@drajulyalcantara.com"
"Lac","info@lacclinic.com"
"Maqē","contacto@maqeessential.com"
"Pause – Face Massage & Skincare","info@thepause.studio"
"Adriana Felipe","info@weblanding-page.my.canva.site"
"Dr Marta Beauty Aesthetic Clinic","info@drmartabeauty.com"
"The Retreat","info@theretreat.pt"
"Terra Heal Massage Temple","Svg@pngkey.com"
"Ritz Spa At Four Seasons Hotel Ritz Lisbon","info@fourseasons.com"
"Spa Figueira","info@ecomassage.com"
"Float In Spa","info@float-in.pt"
"Ecomassage","geral@ecomassage.com"
"Cityspa","relax@cityspa.pt"
"Mandalay Spa","liberdade@mandalay-spa.com"
"Paradise Lisbon Spa","info@lisbon-massage.com"
"The Spa By Corinthia Lisbon","spa.lisbon@corinthia.com"
"Elohim Spa","info@elohim.pt"
"Oazis Massage","info.oazismassage@gmail.com"
"Myo Massage Lisbon","myothaispalisbon@gmail.com"
"The Botanical Massage & Therapies","reservations@thebotanicalmassage.com"
"Serenity Spa Lisbon","info.serenity@pinecliffs.com"
"Spa Russo","info@sparusso.net"
"Taberna Do","spot@tabernadolargo.pt"
"Peixoco","geral@peixoco.com"
"Restaurante Tasca Da","tascadaavenida@hotmail.com"
"Carnes Do Convento","info@carnesdoconvento.pt"
"Sem Horas","geral@sem-horas.pt"
"Xtoria","info@xtoria.pt"
"Feito Ao Bife","BAR.ABSURDO@GMAIL.COM"
"A Vela Branca","contacto@avelabranca.pt"
"Pizzeria Madia","contato@pizzeriamadia.pt"
"Pizaria Veneza","info@pizzariaveneza.pt"
"Quebedo Café Pizza E Jardim","info@quebedo.eatbu.com"
"Pizzaria Dom Peppone","info@dompeppone.pt"
"Pizzaria Mozarella I","info@pizzariamozzarella.pt"
"Pizzaria Do Bonfim","info@pizzariadobonfim.pt"
"O Melhor Croissant Da","info@omelhorcroissantdaminharua.com"
"Alegreme | Loja Online De Alimentação Saudável","geral@alegreme.pt"
"Favela Cafe Cultural & Specialty Tours","info@favelacafecultural.com"
"Bar Absurdo","bar.absurdo@gmail.com"
"Capt.tap Craft Beer Bar","info@bit.ly"
"Gatsby Cocktailaria","geral@gatsby.pt"
"Rockalot Praia","info@rockalotpraia.pt"
"B & B Hotel Sado Setúbal","hotel.sadosetubal@hotelbb.com"
"Day Off Hostel","geral@hosteldayoff.pt"
"Ibis Setubal","H1275@accor.com"
"Campanile Sud","dpo@groupedulouvre.com"
"Luna Esperanca Hotel","book@lunahoteis.com"
"Hotel Cristal Setúbal","bookingporto@hoteiscristal.pt"
"Rm The Hotel Experience","info@rmguesthouse.pt"
"Hotel Aranguês","reservas@hotelarangues.com"
"The Anchor Troia","reservas.troia@troiaresort.pt"
"O Pátio","opatio.alojamento@gmail.com"
"Sport Hotel A Seleção","info@hotelselecao.pt"
"Rio Art Hotel","geral@rioarthotel.pt"
"Troia Design Hotel","info@troiadesignhotel.com"
"Jardins De São Luís","info@jardinsdesaoluis.pt"
"Hotel Laitau","laitausetubal@gmail.com"
"Russo's Hostel","contact@hoteisnew.com"
"Hostel Dp Setubal","info@hoteisdiarios.com"
"34 Guest House","34guesthouse@gmail.com"
"Arrábida Guest House","info@arrabidaguesthouse.pt"
"Confeitaria D'arrábida","confeitariadarrabida@gmail.com"
"Af De Formação E Atendimento Estético","booking@you.zappysoftware.com"
"Cidália","geral@cidalia-cabeleireiros.com"
"Forever Beauty Studio","info@foreverbeauty.pt"
"Alma Studio","almastudiosetubal@gmail.com"
"Europeu Hair","europeuhairsetubal@gmail.com"
"Barbearia Maya","barbeariamayaoficial@gmail.com"
"Criato Barberclub","contact@sites.appbarber.com.br"
"Edu Barber Concept.","Contato@pinkblack.pt"
"Gr Barber","reservas@sites.appbarber.com.br"
"Barbearia Bueno","barbeariabuenopt@hotmail.com"
"Barbearia Lord Setúbal","geral@barbearialord.com"
"Nanda Matos Nails","geral@online.maapp.com.br"
"Sbnails","geral@sbnails.com"
"Rute Dias Nail Designer","contact@pt.zappysoftware.com"
"Evelym Nail Designer","Contato@evelymnails.com"
"Vida Leve Saúde Beleza | Estética | Spa | Setúbal","yuri.ribeiroads@gmail.com"
"Casa Da Estética","info@casadaestetica.com"
"Pamela Salvado","contacto@pamelasalvado.pt"
"Sofia Magalhães","sm.aestheticandwellness@gmail.com"
"Dra. Natália Machado","nataliamachado@hotmail.com"
"Susana Oliveira Atelier De Estética","reservas@pt.zappysoftware.com"
"Silktouch","silktouch.pf@gmail.com"
"Instituto Beleza Mss","hello@reallygreatsite.com"
"Andressa Silva Beauty & Concept","info@essencebeauty.pt"
"Bodyconcept Setúbal","info@bodyconcept.pt"
"Meliá Setúbal","melia.setubal@meliaportugal.com"
"Tiagos Clínica","geral.tiagosclinica@gmail.com"
"Cause We Care Portugal","info@causewecare.pt"
"Bangkok Spa Thai Massage","info@bangkokspa.pt"
"Cdm Supera Setúbal","setubal@centrosupera.pt"
"Geiza_sadhana & Wellness | Massagem","info@whatsapp.com"
"Villaspa","geral@villaspa.pt"
